Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Month
Brandon Miller,SF,21,CHO,25,19,31.4,5.6,12.8,0.436,1.9,5.0,0.376,3.7,7.8,0.474,0.509,1.5,1.9,0.792,0.9,3.1,4.0,2.2,0.6,0.5,1.7,2.8,14.6,12-2023
Jordan Miller,SF,24,LAC,3,0,4.0,0.7,1.0,0.667,0.3,0.3,1.0,0.3,0.7,0.5,0.833,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.7,1.7,12-2023
Leonard Miller,SF,20,MIN,3,0,2.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.0,2.0,2.0,0.3,0.0,0.0,0.0,0.3,0.7,12-2023
Dariq Whitehead,SF,19,BRK,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12-2023
Patty Mills,PG,35,ATL,5,0,9.4,0.8,2.4,0.333,0.8,1.6,0.5,0.0,0.8,0.0,0.5,0.0,0.0,,0.2,0.8,1.0,1.0,0.2,0.2,0.6,1.6,2.4,12-2023
Shake Milton,SG,27,MIN,26,0,15.3,1.8,4.9,0.378,0.5,1.8,0.255,1.4,3.1,0.45,0.425,1.4,1.7,0.837,0.2,1.4,1.6,1.5,0.5,0.1,1.0,1.5,5.5,12-2023
Justin Minaya,SF,24,POR,6,0,6.3,0.3,1.0,0.333,0.3,0.7,0.5,0.0,0.3,0.0,0.5,0.2,0.3,0.5,0.7,0.2,0.8,0.0,0.0,0.2,0.2,0.3,1.2,12-2023
Josh Minott,SF,21,MIN,11,0,2.5,0.7,1.3,0.571,0.0,0.5,0.0,0.7,0.8,0.889,0.571,0.4,0.5,0.667,0.1,0.2,0.3,0.1,0.0,0.1,0.0,0.4,1.8,12-2023
Davion Mitchell,PG,25,SAC,21,3,13.5,1.3,3.9,0.341,0.6,2.1,0.267,0.8,1.8,0.432,0.415,0.5,0.6,0.769,0.1,0.8,0.9,2.0,0.2,0.1,0.6,1.3,3.7,12-2023
Donovan Mitchell,SG,27,CLE,22,22,36.5,9.6,21.3,0.453,3.1,8.8,0.351,6.5,12.5,0.526,0.526,5.4,6.0,0.887,1.1,4.5,5.6,5.5,1.8,0.5,2.6,2.3,27.7,12-2023
Evan Mobley,PF,22,CLE,21,21,33.6,6.8,11.8,0.573,0.1,0.5,0.2,6.7,11.3,0.588,0.577,2.4,3.1,0.769,2.7,7.8,10.5,2.9,0.8,1.7,2.3,2.9,16.0,12-2023
Isaiah Mobley,PF,24,CLE,3,0,4.7,0.7,1.3,0.5,0.3,0.7,0.5,0.3,0.7,0.5,0.625,0.0,0.0,,0.0,0.7,0.7,1.3,0.3,0.0,0.3,0.7,1.7,12-2023
Malik Monk,SG,25,SAC,27,0,25.0,4.7,11.0,0.429,2.6,6.3,0.412,2.1,4.7,0.452,0.547,2.3,2.6,0.886,0.4,2.1,2.6,5.2,0.6,0.6,2.2,1.7,14.3,12-2023
Moses Moody,SG,21,GSW,30,4,18.2,2.9,6.2,0.476,1.0,3.0,0.337,1.9,3.2,0.604,0.557,1.3,1.7,0.76,1.2,2.0,3.2,0.9,0.7,0.3,0.8,1.4,8.1,12-2023
Xavier Moon,SG,29,LAC,2,0,6.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.5,1.0,12-2023
Wendell Moore Jr.,SG,22,MIN,6,0,2.3,0.2,0.5,0.333,0.0,0.3,0.0,0.2,0.2,1.0,0.333,0.0,0.0,,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.3,12-2023
Ja Morant,PG,24,MEM,3,3,35.0,11.0,21.7,0.508,0.7,3.7,0.182,10.3,18.0,0.574,0.523,5.3,6.3,0.842,1.0,4.7,5.7,9.0,1.0,0.7,3.3,1.0,28.0,12-2023
Marcus Morris,PF,34,PHI,21,4,14.4,2.1,4.3,0.489,1.0,2.0,0.5,1.1,2.3,0.479,0.606,0.3,0.3,1.0,0.4,2.1,2.5,0.8,0.3,0.3,0.3,1.7,5.5,12-2023
Markieff Morris,PF,34,DAL,12,1,10.4,1.2,3.5,0.333,0.7,2.3,0.296,0.5,1.3,0.4,0.429,0.1,0.2,0.5,0.3,1.7,2.0,0.8,0.3,0.1,0.6,0.8,3.1,12-2023
Trey Murphy III,SF,23,NOP,10,1,26.5,5.3,10.7,0.495,2.8,6.5,0.431,2.5,4.2,0.595,0.626,2.7,3.1,0.871,0.2,3.8,4.0,1.7,0.7,0.4,0.5,1.0,16.1,12-2023
Dejounte Murray,SG,27,ATL,29,29,34.4,7.8,16.9,0.46,2.3,6.1,0.382,5.4,10.8,0.505,0.53,2.4,2.9,0.833,0.8,3.7,4.4,5.4,1.6,0.3,2.1,1.6,20.3,12-2023
Jamal Murray,PG,26,DEN,18,18,29.7,7.3,15.6,0.47,2.4,5.4,0.449,4.9,10.2,0.481,0.548,2.7,2.9,0.906,0.6,3.4,4.0,5.7,0.8,0.8,1.8,2.0,19.8,12-2023
Keegan Murray,SF,23,SAC,24,24,32.4,6.0,13.0,0.457,2.6,7.0,0.375,3.3,6.0,0.552,0.558,1.7,2.0,0.851,1.4,4.1,5.5,1.7,1.2,0.4,1.0,2.8,16.2,12-2023
Kris Murray,SF,23,POR,14,0,10.6,0.9,2.7,0.342,0.6,1.7,0.333,0.4,1.0,0.357,0.447,0.2,0.4,0.6,0.6,1.1,1.8,0.5,0.8,0.1,0.1,0.9,2.6,12-2023
Mike Muscala,C,32,WAS,16,2,13.0,1.1,3.1,0.367,0.4,1.7,0.259,0.7,1.4,0.5,0.439,0.9,1.1,0.778,0.6,1.9,2.6,0.9,0.3,0.3,0.7,1.3,3.6,12-2023
Svi Mykhailiuk,SF,26,BOS,11,0,7.5,0.6,2.3,0.28,0.4,1.8,0.2,0.3,0.5,0.6,0.36,0.0,0.0,,0.3,0.5,0.8,0.4,0.4,0.0,0.4,0.5,1.6,12-2023
Larry Nance Jr.,C,31,NOP,14,0,15.1,1.5,3.0,0.5,0.2,0.8,0.273,1.3,2.2,0.581,0.536,0.3,0.6,0.5,1.3,2.9,4.1,0.7,0.6,0.3,0.9,1.4,3.5,12-2023
Andrew Nembhard,PG,24,IND,19,3,18.9,3.3,6.7,0.484,0.6,2.2,0.293,2.6,4.6,0.575,0.531,0.3,0.5,0.667,0.5,1.1,1.6,4.0,0.9,0.1,1.3,1.9,7.5,12-2023
Aaron Nesmith,SF,24,IND,26,1,24.8,4.2,7.9,0.532,2.0,4.3,0.464,2.2,3.6,0.613,0.659,1.2,1.7,0.682,0.9,2.2,3.1,1.0,1.1,0.7,0.8,3.3,11.5,12-2023
Georges Niang,PF,30,CLE,30,1,22.2,3.0,7.6,0.395,1.5,4.6,0.336,1.5,3.0,0.484,0.496,0.5,0.5,0.933,0.4,3.2,3.6,1.1,0.3,0.1,0.9,2.4,8.0,12-2023
Daishen Nix,PG,21,MIN,6,0,3.5,0.5,1.3,0.375,0.3,0.8,0.4,0.2,0.5,0.333,0.5,0.0,0.3,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,1.3,12-2023
Zeke Nnaji,PF,23,DEN,26,0,10.4,1.3,2.7,0.493,0.2,0.4,0.364,1.2,2.2,0.517,0.522,0.8,1.3,0.629,1.3,1.1,2.4,0.5,0.2,0.7,0.6,1.6,3.6,12-2023
Jaylen Nowell,SG,24,MEM,9,1,17.3,2.4,6.1,0.4,0.4,2.6,0.174,2.0,3.6,0.563,0.436,0.3,0.3,1.0,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7,12-2023
Markquis Nowell,SG,24,TOR,1,0,4.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,12-2023
Jusuf Nurkić,C,29,PHO,27,27,28.5,4.5,9.7,0.464,0.6,2.4,0.266,3.9,7.3,0.528,0.496,2.6,3.6,0.711,3.0,7.3,10.3,3.9,1.0,1.2,2.1,3.6,12.1,12-2023
Jordan Nwora,SF,25,IND,10,0,11.8,2.7,5.6,0.482,0.8,2.4,0.333,1.9,3.2,0.594,0.554,0.6,0.7,0.857,0.7,1.5,2.2,1.1,0.5,0.1,1.0,1.2,6.8,12-2023
Royce O'Neale,SF,30,BRK,28,5,27.1,2.7,6.9,0.389,2.2,5.7,0.388,0.5,1.2,0.394,0.549,0.4,0.6,0.625,0.8,4.2,5.0,3.3,0.8,0.8,1.0,2.5,7.9,12-2023
Chuma Okeke,SF,25,ORL,13,0,4.7,0.5,1.4,0.389,0.3,0.9,0.333,0.2,0.5,0.5,0.5,0.0,0.0,,0.2,0.8,1.1,0.3,0.2,0.0,0.2,0.1,1.4,12-2023
Josh Okogie,SG,25,PHO,24,11,21.0,1.9,4.7,0.398,0.6,2.3,0.259,1.3,2.5,0.525,0.46,2.0,2.6,0.758,1.6,1.7,3.3,1.2,1.0,0.5,0.8,1.4,6.3,12-2023
Onyeka Okongwu,C,23,ATL,29,2,24.7,3.7,6.4,0.581,0.4,1.4,0.275,3.3,5.0,0.664,0.61,1.8,2.1,0.839,2.5,4.3,6.9,1.5,0.5,0.9,0.8,2.8,9.6,12-2023
Isaac Okoro,SF,23,CLE,21,10,25.4,2.9,5.9,0.484,0.9,2.4,0.353,2.0,3.5,0.575,0.556,1.2,1.9,0.65,1.4,2.1,3.5,2.1,0.9,0.4,0.7,2.2,7.8,12-2023
Kelly Olynyk,C,32,UTA,28,7,21.9,2.8,5.1,0.549,0.8,2.0,0.418,2.0,3.2,0.629,0.628,1.4,1.6,0.889,1.4,4.1,5.5,4.5,0.9,0.3,1.8,2.8,7.9,12-2023
Eugene Omoruyi,SF,26,WAS,15,0,5.7,1.7,2.8,0.595,0.3,0.9,0.385,1.3,1.9,0.69,0.655,0.9,1.1,0.765,0.6,1.0,1.6,0.5,0.4,0.1,0.5,0.9,4.5,12-2023
Cedi Osman,SF,28,SAS,28,1,18.6,3.0,6.5,0.464,1.3,3.5,0.364,1.8,3.0,0.583,0.563,0.8,1.1,0.733,0.4,1.9,2.3,1.8,0.4,0.2,0.6,1.6,8.1,12-2023
Kelly Oubre Jr.,SF,28,PHI,18,8,26.2,5.1,10.6,0.484,1.8,4.7,0.376,3.3,5.8,0.571,0.568,1.7,2.4,0.698,1.1,3.2,4.3,0.7,1.2,0.3,0.7,2.4,13.7,12-2023
Chris Paul,PG,38,GSW,27,7,27.4,3.0,7.7,0.394,1.1,3.6,0.313,1.9,4.1,0.464,0.466,1.1,1.3,0.882,0.3,3.5,3.8,7.6,1.3,0.0,1.2,1.8,8.3,12-2023
Cameron Payne,PG,29,MIL,30,2,16.1,2.2,4.8,0.455,1.1,2.8,0.386,1.1,2.1,0.548,0.566,0.6,0.7,0.905,0.0,1.1,1.1,2.4,0.3,0.1,0.8,1.8,6.1,12-2023
Gary Payton II,SG,31,GSW,14,0,17.3,2.4,5.1,0.479,0.6,2.0,0.321,1.8,3.1,0.581,0.542,0.4,0.6,0.667,1.1,2.1,3.1,0.9,1.2,0.3,0.6,1.9,5.9,12-2023
Drew Peterson,PF,24,BOS,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,12-2023
Filip Petrušev,C,23,TOT,3,0,3.3,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.3,0.7,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,12-2023
Filip Petrušev,C,23,PHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12-2023
Filip Petrušev,C,23,SAC,2,0,3.5,0.5,1.0,0.5,0.0,0.0,,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,12-2023
Julian Phillips,SF,20,CHI,17,0,4.4,0.3,1.1,0.278,0.0,0.5,0.0,0.3,0.5,0.556,0.278,0.1,0.2,0.25,0.1,0.5,0.6,0.4,0.1,0.0,0.1,0.6,0.6,12-2023
Jalen Pickett,SG,24,DEN,12,0,6.4,0.8,1.8,0.476,0.5,1.3,0.4,0.3,0.5,0.667,0.619,0.2,0.2,1.0,0.1,0.8,0.8,0.7,0.3,0.0,0.5,0.6,2.3,12-2023
Mason Plumlee,C,33,LAC,6,0,17.0,2.0,3.2,0.632,0.0,0.0,,2.0,3.2,0.632,0.632,1.0,2.3,0.429,1.3,4.2,5.5,1.0,0.7,0.2,0.8,1.0,5.0,12-2023
Brandin Podziemski,SG,20,GSW,24,7,22.8,3.4,7.4,0.463,1.3,3.1,0.405,2.2,4.3,0.505,0.548,0.8,1.1,0.704,1.6,3.8,5.4,3.0,1.0,0.2,1.4,1.8,8.9,12-2023
Jakob Poeltl,C,28,TOR,29,29,25.9,4.8,6.8,0.706,0.0,0.0,,4.8,6.8,0.706,0.706,1.0,2.0,0.509,2.7,5.2,8.0,2.3,0.7,1.1,1.6,2.7,10.6,12-2023
Aleksej Pokusevski,PF,22,OKC,7,0,6.1,0.3,1.6,0.182,0.1,1.1,0.125,0.1,0.4,0.333,0.227,0.1,0.3,0.5,0.3,0.9,1.1,0.7,0.0,0.1,0.4,0.7,0.9,12-2023
Jordan Poole,SG,24,WAS,27,27,29.4,6.2,15.1,0.408,2.0,6.5,0.313,4.1,8.6,0.481,0.476,3.1,3.5,0.874,0.4,2.1,2.5,3.6,1.1,0.3,2.8,3.1,17.5,12-2023
Craig Porter Jr.,PG,23,CLE,19,4,16.7,3.0,5.9,0.504,0.3,0.8,0.4,2.7,5.2,0.52,0.531,1.2,1.7,0.667,0.4,1.9,2.4,3.4,0.6,0.5,1.1,0.9,7.5,12-2023
Michael Porter Jr.,SF,25,DEN,32,32,31.5,6.4,13.5,0.473,2.8,7.1,0.395,3.6,6.3,0.562,0.578,1.0,1.3,0.738,1.5,6.2,7.7,1.5,0.5,0.8,1.1,2.0,16.5,12-2023
Otto Porter Jr.,SF,30,TOR,12,1,12.1,0.9,2.4,0.379,0.7,1.8,0.364,0.3,0.6,0.429,0.517,0.3,0.3,1.0,0.5,1.8,2.3,0.3,0.3,0.3,0.2,1.3,2.8,12-2023
Bobby Portis,PF,28,MIL,30,0,24.2,5.3,10.3,0.513,1.0,2.9,0.356,4.2,7.4,0.575,0.563,1.3,1.5,0.826,1.8,5.1,7.0,1.1,0.8,0.5,1.0,2.5,12.8,12-2023
Kristaps Porziņģis,C,28,BOS,21,21,30.4,6.6,12.4,0.533,1.8,5.1,0.343,4.9,7.3,0.667,0.603,4.6,5.6,0.821,1.6,5.5,7.1,1.7,0.8,1.8,1.7,3.0,19.6,12-2023
Micah Potter,PF,25,UTA,2,0,3.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12-2023
Dwight Powell,C,32,DAL,27,3,14.5,1.4,2.0,0.736,0.0,0.1,0.5,1.4,1.9,0.745,0.745,1.6,2.0,0.811,1.4,1.8,3.2,1.3,0.4,0.4,0.4,2.0,4.5,12-2023
Norman Powell,SG,30,LAC,29,0,25.3,4.6,9.1,0.502,1.9,4.3,0.452,2.7,4.9,0.546,0.608,2.2,2.5,0.875,0.2,2.0,2.2,1.0,0.6,0.4,1.0,1.9,13.3,12-2023
Joshua Primo,SG,21,LAC,1,0,5.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,12-2023
Taurean Prince,PF,29,LAL,29,29,31.0,3.7,8.3,0.444,2.2,5.5,0.394,1.5,2.8,0.543,0.575,0.6,0.8,0.75,0.3,2.6,2.9,1.8,0.8,0.5,0.9,2.3,10.2,12-2023
Payton Pritchard,PG,26,BOS,29,0,20.3,2.6,6.2,0.419,1.7,4.1,0.4,0.9,2.0,0.458,0.553,0.4,0.6,0.722,0.9,2.2,3.1,2.8,0.4,0.1,0.5,1.3,7.3,12-2023
Olivier-Maxence Prosper,PF,21,DAL,20,0,9.3,0.9,2.6,0.353,0.3,1.4,0.222,0.6,1.2,0.5,0.412,0.8,1.2,0.696,0.6,1.3,1.9,0.8,0.1,0.1,0.2,0.6,2.9,12-2023
Neemias Queta,C,24,BOS,9,0,15.0,2.1,4.2,0.5,0.0,0.0,,2.1,4.2,0.5,0.5,1.1,1.4,0.769,2.9,3.1,6.0,0.7,0.6,0.3,0.6,2.4,5.3,12-2023
Immanuel Quickley,SG,24,NYK,28,0,23.8,5.0,11.3,0.448,2.0,5.4,0.38,3.0,5.9,0.509,0.538,2.8,3.2,0.865,0.2,2.5,2.7,2.5,0.6,0.1,1.0,1.4,14.9,12-2023
Lester Quinones,SG,23,GSW,3,0,5.0,1.0,3.0,0.333,0.7,2.0,0.333,0.3,1.0,0.333,0.444,0.0,0.0,,0.0,1.0,1.0,0.3,0.0,0.0,0.7,0.7,2.7,12-2023
Julius Randle,PF,29,NYK,29,29,35.4,8.3,17.8,0.464,1.5,5.1,0.293,6.8,12.8,0.532,0.506,4.8,6.2,0.773,2.0,7.4,9.4,4.9,0.6,0.2,3.2,2.7,22.9,12-2023
Duop Reath,C,27,POR,19,4,14.4,2.7,6.4,0.421,1.3,3.8,0.347,1.4,2.6,0.531,0.525,1.1,1.2,0.909,1.0,1.8,2.8,1.1,0.6,0.3,0.6,1.9,7.7,12-2023
Austin Reaves,SG,25,LAL,31,9,29.4,5.3,11.0,0.477,1.7,4.6,0.368,3.5,6.4,0.556,0.554,2.8,3.2,0.88,1.0,3.7,4.7,5.0,0.9,0.1,2.4,1.5,15.1,12-2023
Cam Reddish,SF,24,LAL,26,19,24.7,2.5,6.2,0.398,0.8,2.8,0.301,1.6,3.4,0.477,0.466,1.3,1.5,0.868,0.6,2.0,2.7,1.5,1.4,0.3,0.7,1.8,7.0,12-2023
Paul Reed,C,24,PHI,29,2,13.8,2.1,3.7,0.579,0.1,0.4,0.308,2.0,3.2,0.617,0.598,0.5,0.7,0.75,1.7,2.6,4.3,1.1,0.5,0.6,0.9,2.2,4.9,12-2023
Naz Reid,C,24,MIN,28,0,22.3,4.9,9.8,0.495,1.9,4.8,0.388,3.0,5.0,0.596,0.589,1.4,1.5,0.929,1.1,3.3,4.4,1.0,0.8,0.6,1.3,1.8,13.0,12-2023
Jared Rhoden,SG,24,DET,5,0,6.0,1.0,1.8,0.556,0.2,0.8,0.25,0.8,1.0,0.8,0.611,0.4,0.4,1.0,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.8,2.6,12-2023
Nick Richards,C,26,CHO,21,8,21.9,3.2,4.6,0.691,0.0,0.0,,3.2,4.6,0.691,0.691,2.2,2.7,0.807,2.3,4.6,7.0,0.7,0.4,1.3,1.0,2.6,8.6,12-2023
Josh Richardson,SG,30,MIA,24,4,27.8,3.6,8.3,0.437,1.5,4.5,0.327,2.2,3.8,0.565,0.525,1.3,1.5,0.914,0.5,2.3,2.7,3.0,0.6,0.3,1.0,1.7,10.0,12-2023
Duncan Robinson,SF,29,MIA,28,16,29.1,5.3,10.7,0.492,3.2,7.1,0.449,2.1,3.6,0.574,0.64,1.4,1.6,0.848,0.3,2.5,2.8,3.1,0.5,0.1,1.3,2.3,15.1,12-2023
Jerome Robinson,SG,26,GSW,3,0,3.7,0.0,1.3,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,1.0,1.3,0.75,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,1.0,12-2023
Mitchell Robinson,C,25,NYK,21,21,29.2,2.8,4.7,0.592,0.0,0.0,,2.8,4.7,0.592,0.592,0.7,1.8,0.368,5.3,5.0,10.3,0.7,1.5,1.3,1.0,1.9,6.2,12-2023
Orlando Robinson,C,23,MIA,13,7,16.2,2.4,4.5,0.525,0.5,0.9,0.583,1.8,3.6,0.511,0.585,0.8,1.1,0.714,1.4,3.1,4.5,1.8,0.4,0.5,1.0,2.2,6.1,12-2023
Jeremiah Robinson-Earl,PF,23,NOP,13,1,11.8,1.8,3.2,0.548,0.5,1.2,0.438,1.2,2.0,0.615,0.631,0.5,0.5,1.0,0.8,1.9,2.7,0.7,0.3,0.1,0.5,0.9,4.5,12-2023
David Roddy,PF,22,MEM,26,8,23.8,3.2,7.8,0.406,1.0,3.5,0.289,2.2,4.3,0.5,0.47,0.8,1.1,0.714,1.0,3.2,4.2,1.3,0.7,0.3,1.0,1.4,8.1,12-2023
Ryan Rollins,PG,21,WAS,9,0,6.7,1.3,2.4,0.545,0.2,0.3,0.667,1.1,2.1,0.526,0.591,1.4,1.9,0.765,0.2,1.0,1.2,1.2,0.9,0.3,0.8,0.8,4.3,12-2023
Derrick Rose,PG,35,MEM,15,7,18.9,3.5,8.1,0.438,0.7,2.1,0.344,2.8,5.9,0.472,0.483,1.3,1.4,0.905,0.5,1.5,2.0,3.5,0.5,0.1,1.4,1.2,9.1,12-2023
Terry Rozier,SG,29,CHO,17,17,35.6,8.6,18.6,0.464,2.6,7.2,0.358,6.1,11.4,0.531,0.533,3.3,3.8,0.875,0.6,3.1,3.7,7.1,1.2,0.4,2.3,2.0,23.2,12-2023
Rayan Rupert,SG,19,POR,8,0,4.5,0.1,1.6,0.077,0.1,0.8,0.167,0.0,0.9,0.0,0.115,0.3,0.5,0.5,0.1,0.0,0.1,0.5,0.3,0.0,0.3,0.1,0.6,12-2023
D'Angelo Russell,PG,27,LAL,30,28,29.4,5.8,12.3,0.468,2.0,5.2,0.382,3.8,7.1,0.531,0.549,1.5,2.0,0.767,0.3,2.7,3.0,6.1,0.8,0.5,1.8,2.0,15.1,12-2023
Matt Ryan,SF,26,NOP,13,1,22.9,2.9,6.4,0.458,2.5,5.2,0.471,0.5,1.2,0.4,0.651,1.0,1.1,0.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3,12-2023
Domantas Sabonis,C,27,SAC,28,28,34.8,7.4,12.6,0.584,0.5,1.3,0.361,6.9,11.3,0.609,0.602,3.8,5.6,0.665,3.3,8.8,12.1,7.5,0.9,0.6,3.0,3.1,18.9,12-2023
Luka Šamanić,PF,24,UTA,13,0,7.0,1.4,3.5,0.391,0.4,1.5,0.263,1.0,2.1,0.481,0.446,0.3,0.3,1.0,0.3,2.0,2.3,0.2,0.1,0.2,0.5,0.8,3.5,12-2023
Jermaine Samuels,SF,25,HOU,6,0,6.3,0.8,1.2,0.714,0.0,0.3,0.0,0.8,0.8,1.0,0.714,0.3,0.3,1.0,0.2,1.2,1.3,0.3,0.2,0.2,0.0,0.5,2.0,12-2023
Gui Santos,PF,21,GSW,4,0,5.5,1.0,1.8,0.571,0.3,0.8,0.333,0.8,1.0,0.75,0.643,1.0,1.0,1.0,1.0,1.0,2.0,0.3,0.0,0.0,0.5,0.8,3.3,12-2023
Dario Šarić,C,29,GSW,30,4,20.8,3.7,8.0,0.464,1.6,4.0,0.388,2.1,3.9,0.542,0.563,1.8,2.1,0.855,1.6,4.1,5.7,2.0,0.6,0.2,1.2,2.4,10.7,12-2023
Olivier Sarr,C,24,OKC,7,0,9.1,0.9,1.6,0.545,0.3,0.7,0.4,0.6,0.9,0.667,0.636,0.6,0.9,0.667,0.9,2.7,3.6,0.3,0.0,0.7,0.3,2.0,2.6,12-2023
Marcus Sasser,PG,23,DET,28,0,16.5,2.9,6.0,0.479,1.2,2.9,0.42,1.7,3.1,0.534,0.58,0.6,0.7,0.895,0.1,1.6,1.7,2.4,0.6,0.2,0.9,1.5,7.6,12-2023
Admiral Schofield,PF,26,ORL,8,0,3.5,0.4,1.3,0.3,0.1,0.8,0.167,0.3,0.5,0.5,0.35,0.0,0.3,0.0,0.0,0.6,0.6,0.3,0.0,0.0,0.5,0.8,0.9,12-2023
Dennis Schröder,PG,30,TOR,29,29,32.1,5.1,12.0,0.421,1.6,4.6,0.353,3.4,7.4,0.463,0.489,2.5,2.9,0.867,0.5,2.3,2.8,6.8,1.1,0.1,1.8,2.3,14.2,12-2023
Dereon Seabron,SG,23,NOP,5,0,10.4,0.8,2.6,0.308,0.2,0.4,0.5,0.6,2.2,0.273,0.346,1.0,1.2,0.833,0.2,1.2,1.4,0.8,0.4,0.2,0.0,0.8,2.8,12-2023
Alperen Şengün,C,21,HOU,27,27,31.9,8.1,15.2,0.533,0.7,2.2,0.317,7.4,13.0,0.57,0.556,3.5,5.0,0.701,2.6,6.7,9.2,5.2,0.9,0.9,2.4,3.2,20.4,12-2023
Brice Sensabaugh,SF,20,UTA,1,0,2.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12-2023
Collin Sexton,SG,25,UTA,30,7,23.2,5.1,11.1,0.456,1.3,3.8,0.351,3.7,7.3,0.511,0.517,3.7,4.1,0.887,0.9,1.8,2.7,3.5,0.6,0.2,1.9,1.9,15.1,12-2023
Landry Shamet,SG,26,WAS,16,0,16.6,3.0,6.4,0.466,1.5,3.8,0.393,1.5,2.6,0.571,0.583,0.3,0.7,0.455,0.1,1.2,1.3,1.4,0.6,0.1,0.6,2.1,7.8,12-2023
Day'Ron Sharpe,C,22,BRK,29,0,16.0,2.8,5.1,0.55,0.0,0.2,0.0,2.8,4.9,0.573,0.55,1.3,2.2,0.587,2.8,4.2,7.0,1.2,0.4,0.8,1.1,2.3,6.9,12-2023
Shaedon Sharpe,SG,20,POR,26,25,35.0,5.7,14.0,0.41,2.1,5.8,0.36,3.7,8.2,0.446,0.485,3.2,3.9,0.824,1.3,4.0,5.3,3.3,0.9,0.3,2.6,3.0,16.8,12-2023
Ben Sheppard,SG,22,IND,12,0,7.5,1.3,2.8,0.441,0.6,1.8,0.333,0.7,1.1,0.615,0.544,0.3,0.5,0.667,0.2,0.5,0.7,0.7,0.3,0.0,0.1,0.9,3.4,12-2023
Pascal Siakam,PF,29,TOR,29,29,34.7,8.1,16.0,0.504,0.9,3.7,0.245,7.2,12.3,0.581,0.532,4.3,5.7,0.756,1.6,5.1,6.7,5.0,0.8,0.2,2.3,2.2,21.3,12-2023
Ben Simmons,PG,27,BRK,6,6,31.8,3.2,6.0,0.528,0.0,0.0,,3.2,6.0,0.528,0.528,0.2,0.7,0.25,2.7,8.2,10.8,6.7,0.5,0.8,2.5,2.7,6.5,12-2023
Anfernee Simons,SG,24,POR,10,10,34.1,9.2,20.3,0.453,3.7,9.3,0.398,5.5,11.0,0.5,0.544,4.8,5.2,0.923,0.7,2.3,3.0,5.5,0.9,0.1,2.4,2.0,26.9,12-2023
Jericho Sims,C,25,NYK,14,5,7.4,0.7,1.1,0.667,0.0,0.0,,0.7,1.1,0.667,0.667,0.2,0.4,0.6,0.4,1.3,1.7,0.2,0.1,0.1,0.1,1.0,1.6,12-2023
Dmytro Skapintsev,C,25,NYK,1,0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12-2023
Jalen Slawson,SF,24,SAC,5,0,3.8,0.4,0.6,0.667,0.0,0.2,0.0,0.4,0.4,1.0,0.667,0.0,0.0,,0.0,0.8,0.8,0.4,0.0,0.2,0.4,0.6,0.8,12-2023
